"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 20, 2018","93.491","94.165","94.165","93.405","28.35K","-0.67%"
"Sep 19, 2018","94.119","94.150","94.325","93.910","15.32K","-0.11%"
"Sep 18, 2018","94.227","94.180","94.320","93.880","19.09K","-0.27%"
"Sep 17, 2018","94.486","94.925","94.925","94.490","0.06K","-0.46%"
"Sep 14, 2018","94.925","94.560","94.990","94.355","10.47K","0.43%"
"Sep 13, 2018","94.517","94.850","94.955","94.410","27.96K","-0.26%"
"Sep 12, 2018","94.768","95.110","95.270","94.705","34.87K","-0.48%"
"Sep 11, 2018","95.225","95.130","95.330","94.845","29.32K","0.12%"
"Sep 10, 2018","95.110","95.385","95.540","94.985","23.11K","-0.23%"
"Sep 07, 2018","95.329","95.000","95.420","94.830","26.24K","0.36%"
"Sep 06, 2018","94.988","95.040","95.175","94.880","17.39K","-0.14%"
"Sep 05, 2018","95.124","95.350","95.620","94.995","24.33K","-0.27%"
"Sep 04, 2018","95.380","95.105","95.680","95.085","22.20K","0.31%"
"Sep 03, 2018","95.083","95.115","95.175","94.945","6.60K","0.00%"
"Aug 31, 2018","95.083","94.655","95.170","94.485","21.92K","0.43%"
"Aug 30, 2018","94.679","94.455","94.850","94.395","21.37K","0.17%"
"Aug 29, 2018","94.522","94.630","94.860","94.440","18.77K","-0.12%"
"Aug 28, 2018","94.635","94.660","94.825","94.340","18.56K","-0.05%"
"Aug 27, 2018","94.684","95.080","95.230","94.595","18.84K","-0.40%"
"Aug 24, 2018","95.063","95.570","95.610","94.935","23.38K","-0.54%"
"Aug 23, 2018","95.583","95.080","95.625","95.080","18.33K","0.56%"
"Aug 22, 2018","95.051","95.095","95.280","94.830","17.93K","-0.10%"
"Aug 21, 2018","95.150","95.625","95.660","94.960","24.69K","-0.67%"
"Aug 20, 2018","95.789","96.050","96.300","95.655","17.94K","-0.20%"
"Aug 17, 2018","95.981","96.500","96.560","95.970","17.17K","-0.57%"
"Aug 16, 2018","96.536","96.615","96.665","96.205","19.62K","-0.04%"
"Aug 15, 2018","96.577","96.550","96.865","96.530","19.02K","-0.03%"
"Aug 14, 2018","96.605","96.210","96.670","96.020","20.76K","0.37%"
"Aug 13, 2018","96.251","96.250","96.390","96.020","20.27K","0.03%"
"Aug 10, 2018","96.218","95.480","96.310","95.385","43.15K","0.91%"
"Aug 09, 2018","95.355","94.955","95.485","94.870","19.15K","0.49%"
"Aug 08, 2018","94.890","94.990","95.250","94.820","16.85K","-0.16%"
"Aug 07, 2018","95.046","95.170","95.225","94.810","15.10K","-0.15%"
"Aug 06, 2018","95.187","95.045","95.350","95.030","15.08K","0.24%"
"Aug 03, 2018","94.961","95.010","95.195","94.795","22.57K","-0.03%"
"Aug 02, 2018","94.987","94.450","95.020","94.420","20.49K","0.59%"
"Aug 01, 2018","94.428","94.355","94.515","94.290","10.72K","0.16%"
"Jul 31, 2018","94.275","94.120","94.365","93.940","15.48K","0.17%"
"Jul 30, 2018","94.111","94.485","94.555","94.040","12.40K","-0.37%"
"Jul 27, 2018","94.460","94.545","94.700","94.420","15.97K","-0.09%"
"Jul 26, 2018","94.544","93.940","94.580","93.870","22.63K","0.44%"
"Jul 25, 2018","94.129","94.375","94.450","93.905","19.41K","-0.27%"
"Jul 24, 2018","94.388","94.425","94.635","94.165","13.35K","-0.06%"
"Jul 23, 2018","94.440","94.195","94.490","93.970","15.26K","0.23%"
"Jul 20, 2018","94.226","94.905","95.095","94.125","34.63K","-0.75%"
"Jul 19, 2018","94.942","94.820","95.440","94.665","40.05K","0.14%"
"Jul 18, 2018","94.811","94.800","95.180","94.720","27.55K","0.11%"
"Jul 17, 2018","94.704","94.290","94.855","94.040","18.66K","0.46%"
"Jul 16, 2018","94.272","94.455","94.520","94.150","12.03K","-0.24%"
"Jul 13, 2018","94.500","94.640","95.000","94.430","17.52K","-0.07%"
"Jul 12, 2018","94.564","94.485","94.715","94.400","14.68K","0.08%"
"Jul 11, 2018","94.486","93.955","94.535","93.820","25.19K","0.64%"
"Jul 10, 2018","93.889","93.805","94.225","93.750","14.45K","0.09%"
"Jul 09, 2018","93.807","93.730","93.940","93.440","17.46K","0.04%"
"Jul 06, 2018","93.769","94.125","94.235","93.575","19.78K","-0.48%"
"Jul 05, 2018","94.223","94.270","94.345","93.915","13.95K","-0.20%"
"Jul 04, 2018","94.412","94.320","94.455","94.135","10.80K","0.00%"
"Jul 03, 2018","94.412","94.590","94.730","94.280","15.03K","-0.39%"
"Jul 02, 2018","94.779","94.300","94.885","94.260","16.22K","0.46%"
"Jun 29, 2018","94.349","95.025","95.055","94.195","28.02K","-0.79%"
"Jun 28, 2018","95.096","94.970","95.255","94.790","19.79K","0.13%"
"Jun 27, 2018","94.969","94.375","95.110","94.200","20.16K","0.66%"
"Jun 26, 2018","94.346","93.950","94.455","93.830","15.30K","0.43%"
"Jun 25, 2018","93.939","94.150","94.365","93.865","16.30K","-0.26%"
"Jun 22, 2018","94.180","94.550","94.550","94.095","18.27K","-0.24%"
"Jun 21, 2018","94.404","94.790","95.220","94.340","28.34K","-0.33%"
"Jun 20, 2018","94.716","94.645","94.985","94.585","16.23K","-0.01%"
"Jun 19, 2018","94.729","94.345","94.945","94.175","26.77K","-0.14%"
"Jun 18, 2018","94.858","94.875","95.000","94.750","0.18K","0.08%"
"Jun 15, 2018","94.782","94.955","95.130","94.665","10.09K","0.01%"
"Jun 14, 2018","94.776","93.490","94.945","93.180","31.06K","1.15%"
"Jun 13, 2018","93.699","93.815","94.040","93.520","42.47K","-0.11%"
"Jun 12, 2018","93.801","93.680","93.915","93.455","24.79K","0.26%"
"Jun 11, 2018","93.560","93.510","93.670","93.355","19.87K","0.02%"
"Jun 08, 2018","93.537","93.470","93.825","93.380","18.65K","0.17%"
"Jun 07, 2018","93.376","93.585","93.585","93.190","18.38K","-0.28%"
"Jun 06, 2018","93.634","93.805","93.865","93.385","25.22K","-0.25%"
"Jun 05, 2018","93.871","93.985","94.295","93.755","20.63K","-0.12%"
"Jun 04, 2018","93.986","94.165","94.165","93.630","16.76K","-0.19%"
"Jun 01, 2018","94.169","93.960","94.435","93.855","28.83K","0.22%"
"May 31, 2018","93.959","94.050","94.215","93.690","32.32K","-0.17%"
"May 30, 2018","94.115","94.800","94.925","93.985","37.62K","-0.71%"
"May 29, 2018","94.789","94.345","94.975","94.235","35.74K","0.70%"
"May 28, 2018","94.130","94.060","94.435","93.805","15.15K","0.00%"
"May 25, 2018","94.130","93.735","94.240","93.690","23.15K","0.46%"
"May 24, 2018","93.701","93.850","93.910","93.545","22.33K","-0.23%"
"May 23, 2018","93.918","93.450","94.115","93.425","28.84K","0.42%"
"May 22, 2018","93.526","93.460","93.650","93.200","20.94K","-0.06%"
"May 21, 2018","93.581","93.585","93.965","93.420","22.28K","0.04%"
"May 18, 2018","93.544","93.440","93.740","93.240","19.44K","0.18%"
"May 17, 2018","93.375","93.195","93.480","93.005","21.66K","0.10%"
"May 16, 2018","93.281","93.220","93.515","93.015","28.24K","0.20%"
"May 15, 2018","93.093","92.530","93.345","92.480","29.91K","0.68%"
"May 14, 2018","92.462","92.425","92.550","92.115","17.87K","0.06%"
"May 11, 2018","92.411","92.605","92.710","92.235","20.26K","-0.11%"
"May 10, 2018","92.516","93.005","93.030","92.390","34.75K","-0.40%"
"May 09, 2018","92.884","92.905","93.260","92.695","26.45K","-0.08%"
"May 08, 2018","92.958","92.555","93.135","92.505","29.98K","0.40%"
"May 07, 2018","92.592","92.415","92.825","92.290","19.36K","0.20%"
"May 04, 2018","92.408","92.270","92.755","92.190","25.44K","0.17%"
"May 03, 2018","92.251","92.590","92.600","92.185","23.02K","-0.10%"
"May 02, 2018","92.339","92.295","92.665","92.040","38.90K","0.09%"
"May 01, 2018","92.255","91.620","92.370","91.595","27.41K","0.68%"
"Apr 30, 2018","91.630","91.345","91.710","91.280","23.56K","0.31%"
"Apr 27, 2018","91.343","91.385","91.790","91.290","30.52K","-0.02%"
"Apr 26, 2018","91.365","91.005","91.440","90.745","38.97K","0.45%"
"Apr 25, 2018","90.953","90.540","91.035","90.515","26.43K","0.46%"
"Apr 24, 2018","90.537","90.695","90.850","90.475","24.27K","-0.19%"
"Apr 23, 2018","90.705","90.140","90.750","90.080","31.08K","0.70%"
"Apr 20, 2018","90.075","89.655","90.245","89.640","31.76K","0.42%"
"Apr 19, 2018","89.695","89.355","89.710","89.235","24.76K","0.39%"
"Apr 18, 2018","89.347","89.225","89.500","89.165","19.77K","0.13%"
"Apr 17, 2018","89.228","89.115","89.385","88.945","14.99K","0.10%"
"Apr 16, 2018","89.135","89.500","89.555","89.085","17.09K","-0.41%"
"Apr 13, 2018","89.503","89.460","89.590","89.370","12.80K","0.05%"
"Apr 12, 2018","89.456","89.210","89.675","89.160","23.61K","0.23%"
"Apr 11, 2018","89.253","89.280","89.365","89.020","18.44K","-0.03%"
"Apr 10, 2018","89.280","89.545","89.665","89.230","21.99K","-0.28%"
"Apr 09, 2018","89.534","89.850","89.980","89.510","22.27K","-0.28%"
"Apr 06, 2018","89.782","90.070","90.295","89.745","22.63K","-0.41%"
"Apr 05, 2018","90.154","89.745","90.270","89.740","25.72K","0.41%"
"Apr 04, 2018","89.783","89.800","89.895","89.570","15.11K","-0.08%"
"Apr 03, 2018","89.859","89.730","89.945","89.515","19.80K","0.17%"
"Apr 02, 2018","89.706","89.680","89.810","89.410","13.28K","-0.12%"
"Mar 29, 2018","89.812","89.725","89.840","89.575","17.76K","0.10%"
"Mar 28, 2018","89.719","88.970","89.820","88.895","32.56K","0.83%"
"Mar 27, 2018","88.983","88.625","89.250","88.530","24.99K","0.43%"
"Mar 26, 2018","88.604","89.040","89.105","88.560","25.80K","-0.48%"
"Mar 23, 2018","89.033","89.325","89.345","88.975","22.74K","-0.49%"
"Mar 22, 2018","89.473","89.265","89.575","88.990","26.35K","0.12%"
"Mar 21, 2018","89.369","89.980","89.985","89.215","32.86K","-0.65%"
"Mar 20, 2018","89.954","89.470","90.025","89.410","18.11K","-0.03%"
"Mar 19, 2018","89.983","90.180","90.350","89.970","1.71K","-0.25%"
"Mar 16, 2018","90.212","90.120","90.375","89.875","9.39K","0.10%"
"Mar 15, 2018","90.126","89.695","90.165","89.620","21.07K","0.49%"
"Mar 14, 2018","89.687","89.685","89.875","89.540","24.99K","0.05%"
"Mar 13, 2018","89.643","89.870","90.090","89.565","27.20K","-0.25%"
"Mar 12, 2018","89.867","90.065","90.165","89.815","23.38K","-0.22%"
"Mar 09, 2018","90.065","90.175","90.365","89.965","25.55K","-0.10%"
"Mar 08, 2018","90.156","89.585","90.215","89.420","31.83K","0.61%"
"Mar 07, 2018","89.607","89.490","89.745","89.330","23.59K","0.02%"
"Mar 06, 2018","89.590","89.920","90.035","89.470","32.81K","-0.50%"
"Mar 05, 2018","90.041","89.830","90.190","89.650","24.45K","0.15%"
"Mar 02, 2018","89.906","90.200","90.260","89.835","25.82K","-0.42%"
"Mar 01, 2018","90.281","90.655","90.885","90.160","39.78K","-0.30%"
"Feb 28, 2018","90.551","90.305","90.650","90.245","24.71K","0.30%"
"Feb 27, 2018","90.280","89.675","90.435","89.620","29.72K","0.55%"
"Feb 26, 2018","89.790","89.880","90.000","89.425","20.83K","-0.02%"
"Feb 23, 2018","89.808","89.705","89.990","89.690","16.56K","0.17%"
"Feb 22, 2018","89.656","90.055","90.170","89.560","24.08K","-0.29%"
"Feb 21, 2018","89.913","89.675","90.060","89.490","23.07K","0.31%"
"Feb 20, 2018","89.636","89.165","89.720","89.155","17.88K","0.70%"
"Feb 19, 2018","89.013","89.005","89.355","88.865","11.42K","0.00%"
"Feb 16, 2018","89.013","88.500","89.150","88.150","26.17K","0.57%"
"Feb 15, 2018","88.505","88.890","88.890","88.445","27.69K","-0.56%"
"Feb 14, 2018","89.005","89.595","90.020","88.835","39.24K","-0.66%"
"Feb 13, 2018","89.592","90.060","90.070","89.490","20.99K","-0.56%"
"Feb 12, 2018","90.096","90.250","90.310","89.955","19.21K","-0.26%"
"Feb 09, 2018","90.334","90.160","90.450","90.005","34.96K","0.24%"
"Feb 08, 2018","90.116","90.155","90.455","89.895","35.27K","-0.00%"
"Feb 07, 2018","90.118","89.490","90.275","89.325","33.06K","0.75%"
"Feb 06, 2018","89.451","89.465","89.920","89.235","40.15K","0.05%"
"Feb 05, 2018","89.405","89.185","89.580","88.875","37.14K","0.41%"
"Feb 02, 2018","89.036","88.490","89.275","88.440","32.68K","0.60%"
"Feb 01, 2018","88.505","88.935","89.170","88.385","23.88K","-0.50%"
"Jan 31, 2018","88.954","88.950","89.135","88.615","29.18K","-0.05%"
"Jan 30, 2018","88.999","89.215","89.480","88.740","26.24K","-0.15%"
"Jan 29, 2018","89.131","88.950","89.440","88.835","25.77K","0.27%"
"Jan 26, 2018","88.891","89.170","89.180","88.565","33.16K","-0.38%"
"Jan 25, 2018","89.227","89.095","89.415","88.255","77.36K","0.24%"
"Jan 24, 2018","89.011","89.875","89.905","88.955","32.30K","-1.01%"
"Jan 23, 2018","89.915","90.155","90.395","89.845","20.36K","-0.31%"
"Jan 22, 2018","90.191","90.270","90.500","90.140","16.70K","-0.20%"
"Jan 19, 2018","90.370","90.320","90.510","89.960","24.17K","0.08%"
"Jan 18, 2018","90.297","90.650","90.765","90.205","28.15K","-0.02%"
"Jan 17, 2018","90.313","89.990","90.695","89.960","33.60K","0.19%"
"Jan 16, 2018","90.146","90.255","90.580","90.105","27.97K","-0.65%"
"Jan 15, 2018","90.735","90.595","90.705","90.045","24.81K","0.00%"
"Jan 12, 2018","90.735","91.510","91.630","90.530","40.56K","-0.95%"
"Jan 11, 2018","91.608","92.070","92.305","91.535","22.70K","-0.50%"
"Jan 10, 2018","92.070","92.225","92.285","91.650","24.56K","-0.21%"
"Jan 09, 2018","92.260","92.070","92.360","91.960","21.58K","0.17%"
"Jan 08, 2018","92.100","91.765","92.135","91.610","15.96K","0.47%"
"Jan 05, 2018","91.673","91.550","91.830","91.510","13.75K","0.10%"
"Jan 04, 2018","91.581","91.965","92.000","91.520","15.73K","-0.34%"
"Jan 03, 2018","91.896","91.560","91.990","91.535","17.21K","0.35%"
"Jan 02, 2018","91.573","91.895","91.930","91.470","19.62K","-0.28%"
"Dec 29, 2017","91.826","92.355","92.375","91.805","21.61K","-0.51%"
"Dec 28, 2017","92.300","92.690","92.690","92.275","15.44K","-0.34%"
"Dec 27, 2017","92.612","92.825","92.865","92.525","16.22K","-0.20%"
"Dec 26, 2017","92.801","92.885","92.960","92.755","6.31K","-0.13%"
"Dec 22, 2017","92.924","93.000","93.075","92.870","9.38K","0.07%"
"Dec 21, 2017","92.862","92.925","93.095","92.815","12.90K","-0.03%"
"Dec 20, 2017","92.891","93.035","93.120","92.750","20.13K","-0.15%"
"Dec 19, 2017","93.027","93.255","93.310","93.015","14.68K","-0.53%"
"Dec 18, 2017","93.520","94.000","94.020","93.575","0.54K","-0.44%"
"Dec 15, 2017","93.929","93.570","93.995","93.405","8.97K","0.48%"
"Dec 14, 2017","93.479","93.380","93.770","93.275","29.83K","0.06%"
"Dec 13, 2017","93.419","94.015","94.095","93.340","30.86K","-0.70%"
"Dec 12, 2017","94.080","93.895","94.210","93.745","18.70K","0.25%"
"Dec 11, 2017","93.843","93.860","93.955","93.650","26.43K","-0.03%"
"Dec 08, 2017","93.874","93.800","94.075","93.785","19.75K","0.11%"
"Dec 07, 2017","93.769","93.565","93.780","93.495","14.81K","0.20%"
"Dec 06, 2017","93.582","93.310","93.620","93.135","21.66K","0.27%"
"Dec 05, 2017","93.334","93.020","93.445","93.000","18.29K","0.20%"
"Dec 04, 2017","93.144","93.040","93.345","93.005","30.07K","0.33%"
"Dec 01, 2017","92.841","92.905","93.210","92.550","31.15K","-0.17%"
"Nov 30, 2017","93.002","93.200","93.465","92.680","27.69K","-0.11%"
"Nov 29, 2017","93.107","93.175","93.375","92.925","17.79K","-0.11%"
"Nov 28, 2017","93.213","92.795","93.270","92.760","21.74K","0.42%"
"Nov 27, 2017","92.825","92.665","92.865","92.430","22.70K","0.13%"
"Nov 24, 2017","92.707","93.110","93.175","92.610","17.46K","-0.46%"
"Nov 23, 2017","93.135","93.195","93.210","93.000","9.96K","0.00%"
"Nov 22, 2017","93.135","93.855","93.880","93.120","24.89K","-0.79%"
"Nov 21, 2017","93.877","93.945","94.085","93.795","11.70K","-0.13%"
"Nov 20, 2017","93.997","93.730","94.020","93.485","19.68K","0.45%"
"Nov 17, 2017","93.575","93.715","93.845","93.420","16.91K","-0.30%"
"Nov 16, 2017","93.854","93.785","93.915","93.690","12.19K","0.14%"
"Nov 15, 2017","93.726","93.770","93.800","93.305","25.25K","0.00%"
"Nov 14, 2017","93.723","94.405","94.440","93.640","27.44K","-0.70%"
"Nov 13, 2017","94.388","94.355","94.545","94.310","10.71K","0.12%"
"Nov 10, 2017","94.278","94.365","94.555","94.155","14.65K","-0.08%"
"Nov 09, 2017","94.352","94.850","94.865","94.305","22.01K","-0.44%"
"Nov 08, 2017","94.768","94.765","94.865","94.680","11.41K","-0.03%"
"Nov 07, 2017","94.800","94.630","95.070","94.600","23.73K","0.15%"
"Nov 06, 2017","94.657","94.825","95.000","94.605","17.71K","-0.21%"
"Nov 03, 2017","94.858","94.610","94.920","94.115","24.48K","0.29%"
"Nov 02, 2017","94.588","94.665","94.695","94.305","17.09K","-0.13%"
"Nov 01, 2017","94.709","94.415","94.755","94.400","16.62K","0.30%"
"Oct 31, 2017","94.429","94.365","94.600","94.350","18.90K","-0.03%"
"Oct 30, 2017","94.454","94.770","94.835","94.325","22.35K","-0.39%"
"Oct 27, 2017","94.822","94.660","95.060","94.630","36.50K","0.33%"
"Oct 26, 2017","94.509","93.495","94.615","93.365","44.61K","1.00%"
"Oct 25, 2017","93.577","93.830","93.890","93.475","24.51K","-0.09%"
"Oct 24, 2017","93.661","93.695","93.870","93.555","18.54K","-0.16%"
"Oct 23, 2017","93.814","93.640","93.900","93.560","16.03K","0.25%"
"Oct 20, 2017","93.579","93.045","93.675","92.995","27.27K","0.49%"
"Oct 19, 2017","93.120","93.290","93.425","92.910","18.56K","-0.12%"
"Oct 18, 2017","93.228","93.340","93.655","93.215","15.59K","-0.13%"
"Oct 17, 2017","93.350","93.140","93.590","93.135","16.91K","0.20%"
"Oct 16, 2017","93.161","92.965","93.210","92.930","15.65K","0.24%"
"Oct 13, 2017","92.935","92.930","93.090","92.590","21.58K","0.04%"
"Oct 12, 2017","92.898","92.755","93.065","92.635","17.44K","0.08%"
"Oct 11, 2017","92.825","93.060","93.190","92.715","20.79K","-0.30%"
"Oct 10, 2017","93.101","93.565","93.570","92.950","26.87K","-0.43%"
"Oct 09, 2017","93.505","93.625","93.670","93.455","12.44K","-0.15%"
"Oct 06, 2017","93.641","93.750","94.100","93.600","27.38K","-0.17%"
"Oct 05, 2017","93.803","93.365","93.835","93.250","18.20K","0.56%"
"Oct 04, 2017","93.284","93.415","93.420","93.085","17.76K","-0.14%"
"Oct 03, 2017","93.414","93.490","93.775","93.275","17.65K","0.01%"
"Oct 02, 2017","93.405","92.965","93.675","92.940","22.43K","0.56%"
"Sep 29, 2017","92.883","93.000","93.115","92.805","21.91K","-0.05%"
"Sep 28, 2017","92.932","93.260","93.495","92.920","24.78K","-0.26%"
"Sep 27, 2017","93.171","92.890","93.415","92.810","32.50K","0.42%"
"Sep 26, 2017","92.781","92.420","93.110","92.345","32.79K","0.37%"
"Sep 25, 2017","92.441","92.120","92.525","92.000","26.58K","0.52%"
"Sep 22, 2017","91.967","91.945","92.005","91.575","24.07K","-0.09%"
"Sep 21, 2017","92.049","92.400","92.460","91.890","22.40K","-0.27%"
"Sep 20, 2017","92.296","91.620","92.495","91.215","37.39K","0.80%"
"Sep 19, 2017","91.561","91.765","91.845","91.515","24.29K","-0.32%"
"Sep 18, 2017","91.853","91.865","92.020","91.800","1.39K","-0.01%"
"Sep 15, 2017","91.863","92.000","92.155","91.585","10.88K","-0.27%"
"Sep 14, 2017","92.112","92.385","92.660","92.025","26.59K","-0.43%"
"Sep 13, 2017","92.508","91.875","92.515","91.690","50.27K","0.71%"
"Sep 12, 2017","91.856","91.885","92.060","91.755","31.52K","0.00%"
"Sep 11, 2017","91.853","91.390","91.965","91.390","36.43K","0.58%"
"Sep 08, 2017","91.326","91.440","91.490","90.990","36.10K","-0.34%"
"Sep 07, 2017","91.642","92.180","92.230","91.375","58.70K","-0.66%"
"Sep 06, 2017","92.252","92.200","92.335","91.945","28.04K","0.03%"
"Sep 05, 2017","92.226","92.610","92.695","92.145","27.65K","-0.59%"
"Sep 04, 2017","92.769","92.665","92.675","92.410","10.72K","0.00%"
"Sep 01, 2017","92.769","92.600","92.905","92.050","44.56K","0.15%"
"Aug 31, 2017","92.628","92.860","93.305","92.565","38.28K","-0.21%"
"Aug 30, 2017","92.823","92.295","92.885","92.190","29.84K","0.69%"
"Aug 29, 2017","92.184","92.185","92.410","91.550","51.87K","0.05%"
"Aug 28, 2017","92.140","92.350","92.480","92.115","19.55K","-0.58%"
"Aug 25, 2017","92.677","93.225","93.370","92.345","44.54K","-0.56%"
"Aug 24, 2017","93.202","93.090","93.305","93.075","10.74K","0.14%"
"Aug 23, 2017","93.070","93.440","93.555","93.040","18.70K","-0.42%"
"Aug 22, 2017","93.461","93.025","93.490","92.980","19.61K","0.48%"
"Aug 21, 2017","93.012","93.365","93.495","92.920","18.58K","-0.37%"
"Aug 18, 2017","93.359","93.650","93.685","93.245","23.75K","-0.19%"
"Aug 17, 2017","93.534","93.380","93.995","93.210","40.45K","0.10%"
"Aug 16, 2017","93.438","93.735","94.055","93.375","35.15K","-0.34%"
"Aug 15, 2017","93.756","93.395","94.040","93.340","23.01K","0.48%"
"Aug 14, 2017","93.305","92.980","93.390","92.945","13.44K","0.38%"
"Aug 11, 2017","92.956","93.295","93.415","92.830","28.53K","-0.37%"
"Aug 10, 2017","93.304","93.385","93.700","93.210","17.31K","-0.13%"
"Aug 09, 2017","93.430","93.470","93.785","93.365","20.18K","-0.09%"
"Aug 08, 2017","93.515","93.285","93.770","93.120","20.30K","0.22%"
"Aug 07, 2017","93.309","93.380","93.415","93.175","13.48K","-0.11%"
"Aug 04, 2017","93.416","92.610","93.640","92.580","31.04K","0.76%"
"Aug 03, 2017","92.707","92.775","92.905","92.555","21.58K","0.01%"
"Aug 02, 2017","92.699","92.905","93.030","92.390","20.52K","-0.22%"
"Aug 01, 2017","92.901","92.805","92.970","92.640","18.71K","0.20%"
"Jul 31, 2017","92.718","93.170","93.385","92.635","29.88K","-0.43%"
"Jul 28, 2017","93.114","93.675","93.795","93.100","24.44K","-0.64%"
"Jul 27, 2017","93.715","93.325","93.950","93.000","33.81K","0.22%"
"Jul 26, 2017","93.505","93.955","94.115","93.220","30.05K","-0.41%"
"Jul 25, 2017","93.888","93.850","93.960","93.460","23.12K","0.10%"
"Jul 24, 2017","93.798","93.785","93.945","93.650","13.39K","0.13%"
"Jul 21, 2017","93.679","94.115","94.170","93.670","15.57K","-0.47%"
"Jul 20, 2017","94.117","94.560","94.980","93.890","48.23K","-0.50%"
"Jul 19, 2017","94.588","94.475","94.690","94.445","11.88K","0.20%"
"Jul 18, 2017","94.402","94.950","94.970","94.275","33.62K","-0.53%"
"Jul 17, 2017","94.904","94.885","95.120","94.800","12.28K","-0.03%"
"Jul 14, 2017","94.930","95.550","95.615","94.870","23.34K","-0.61%"
"Jul 13, 2017","95.508","95.530","95.695","95.245","18.65K","-0.00%"
"Jul 12, 2017","95.512","95.420","95.745","95.275","20.85K","0.09%"
"Jul 11, 2017","95.422","95.830","95.960","95.405","16.46K","-0.37%"
"Jul 10, 2017","95.777","95.795","95.945","95.690","20.01K","-0.02%"
"Jul 07, 2017","95.792","95.585","95.930","95.525","20.49K","0.23%"
"Jul 06, 2017","95.575","96.005","96.110","95.560","14.27K","-0.50%"
"Jul 05, 2017","96.059","95.905","96.255","95.825","19.13K","0.09%"
"Jul 04, 2017","95.969","95.890","96.085","95.805","7.55K","0.00%"
"Jul 03, 2017","95.969","95.405","95.995","95.385","19.92K","0.57%"
"Jun 30, 2017","95.421","95.310","95.565","95.225","20.29K","0.06%"
"Jun 29, 2017","95.366","95.770","95.780","95.270","22.61K","-0.39%"
"Jun 28, 2017","95.744","96.175","96.320","95.670","39.80K","-0.36%"
"Jun 27, 2017","96.093","97.120","97.155","96.045","33.76K","-1.05%"
"Jun 26, 2017","97.116","96.940","97.160","96.810","15.45K","0.18%"
"Jun 23, 2017","96.942","97.255","97.295","96.860","14.01K","-0.37%"
"Jun 22, 2017","97.303","97.225","97.350","97.115","27.55K","0.09%"
"Jun 21, 2017","97.216","97.385","97.465","97.180","14.39K","-0.20%"
"Jun 20, 2017","97.412","97.280","97.515","97.135","30.22K","0.09%"
"Jun 19, 2017","97.325","97.115","97.345","97.050","1.08K","0.18%"
"Jun 16, 2017","97.146","97.480","97.550","97.095","19.11K","-0.30%"
"Jun 15, 2017","97.437","96.910","97.555","96.840","21.80K","0.53%"
"Jun 14, 2017","96.921","97.005","97.110","96.305","57.20K","-0.02%"
"Jun 13, 2017","96.942","97.170","97.260","96.925","21.80K","-0.18%"
"Jun 12, 2017","97.121","97.235","97.300","97.020","24.18K","-0.12%"
"Jun 09, 2017","97.239","97.260","97.470","97.125","29.76K","0.35%"
"Jun 08, 2017","96.898","96.695","97.135","96.565","33.92K","0.20%"
"Jun 07, 2017","96.708","96.565","96.940","96.455","24.75K","0.12%"
"Jun 06, 2017","96.591","96.750","96.750","96.465","18.62K","-0.17%"
"Jun 05, 2017","96.754","96.670","96.930","96.640","14.97K","0.09%"
"Jun 02, 2017","96.670","97.165","97.260","96.580","29.20K","-0.48%"
"Jun 01, 2017","97.141","96.955","97.270","96.850","16.41K","0.30%"
"May 31, 2017","96.854","97.355","97.425","96.795","27.26K","-0.37%"
"May 30, 2017","97.212","97.615","97.700","97.145","27.99K","-0.16%"
"May 29, 2017","97.364","97.320","97.440","97.255","5.30K","0.00%"
"May 26, 2017","97.364","97.150","97.465","96.965","24.10K","0.19%"
"May 25, 2017","97.176","96.900","97.205","96.805","21.26K","0.03%"
"May 24, 2017","97.147","97.320","97.375","96.945","31.82K","-0.12%"
"May 23, 2017","97.264","96.830","97.320","96.705","34.01K","0.40%"
"May 22, 2017","96.881","97.030","97.335","96.700","24.31K","-0.15%"
"May 19, 2017","97.030","97.715","97.740","96.965","26.38K","-0.76%"
"May 18, 2017","97.772","97.410","97.970","97.275","46.22K","0.32%"
"May 17, 2017","97.462","97.990","98.010","97.330","29.34K","-0.55%"
"May 16, 2017","97.998","98.760","98.770","97.970","32.80K","-0.81%"
"May 15, 2017","98.801","99.060","99.140","98.670","18.48K","-0.33%"
"May 12, 2017","99.131","99.530","99.585","99.035","24.67K","-0.38%"
"May 11, 2017","99.505","99.565","99.765","99.375","18.32K","-0.05%"
"May 10, 2017","99.559","99.340","99.605","99.250","21.26K","0.02%"
"May 09, 2017","99.544","99.020","99.565","98.960","29.65K","0.61%"
"May 08, 2017","98.936","98.370","99.055","98.355","29.51K","0.41%"
"May 05, 2017","98.528","98.630","98.895","98.410","24.98K","-0.12%"
"May 04, 2017","98.647","99.230","99.340","98.560","31.36K","-0.44%"
"May 03, 2017","99.082","98.770","99.270","98.750","27.17K","0.26%"
"May 02, 2017","98.829","98.930","99.085","98.775","19.83K","-0.10%"
"May 01, 2017","98.930","98.930","99.070","98.735","17.67K","0.03%"
"Apr 28, 2017","98.898","99.070","99.125","98.580","26.32K","-0.06%"
"Apr 27, 2017","98.955","98.855","99.210","98.690","40.18K","0.04%"
"Apr 26, 2017","98.920","98.725","99.205","98.605","32.96K","0.28%"
"Apr 25, 2017","98.648","98.965","99.100","98.565","26.51K","-0.33%"
